asset_code,updated_at,update_type,component_name,old_value,new_value,detail,made_by,model,source_sn
BM25011316,"2025-01-22 08:35:54",hardware,Pi,,,"BM25011320 ใส่บอร์ด Pi จาก Mouser",Admin,"bitVisitor M","BM25011311 - BM25011320"
BM25011317,"2025-01-22 08:35:54",hardware,Pi,,,"BM25011320 ใส่บอร์ด Pi จาก Mouser",Admin,"bitVisitor M","BM25011311 - BM25011320"
BM25011318,"2025-01-22 08:35:54",hardware,Pi,,,"BM25011320 ใส่บอร์ด Pi จาก Mouser",Admin,"bitVisitor M","BM25011311 - BM25011320"
BM25011319,"2025-01-22 08:35:54",hardware,Pi,,,"BM25011320 ใส่บอร์ด Pi จาก Mouser",Admin,"bitVisitor M","BM25011311 - BM25011320"
BM25011320,"2025-01-22 08:35:54",hardware,Pi,,,"BM25011320 ใส่บอร์ด Pi จาก Mouser",Admin,"bitVisitor M","BM25011311 - BM25011320"
AL25010692,"2025-01-20 18:39:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010692 - AL25010696"
AL25010693,"2025-01-20 18:39:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010692 - AL25010696"
AL25010694,"2025-01-20 18:39:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010692 - AL25010696"
AL25010695,"2025-01-20 18:39:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010692 - AL25010696"
AL25010696,"2025-01-20 18:39:20",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010692 - AL25010696"
AL25010677,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010678,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010679,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010680,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010681,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010682,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010683,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010684,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010685,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010686,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010687,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010688,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010689,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010690,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
AL25010691,"2025-01-09 13:07:35",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL25010677 - AL25010691"
BS24120366,"2024-12-26 11:07:15",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24120366 - BS24120375"
BS24120367,"2024-12-26 11:07:15",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24120366 - BS24120375"
BS24120368,"2024-12-26 11:07:15",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24120366 - BS24120375"
BS24120369,"2024-12-26 11:07:15",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24120366 - BS24120375"
BS24120370,"2024-12-26 11:07:15",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24120366 - BS24120375"
BS24120371,"2024-12-26 11:07:15",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24120366 - BS24120375"
BS24120372,"2024-12-26 11:07:15",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24120366 - BS24120375"
BS24120373,"2024-12-26 11:07:15",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24120366 - BS24120375"
BS24120374,"2024-12-26 11:07:15",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24120366 - BS24120375"
BS24120375,"2024-12-26 11:07:15",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24120366 - BS24120375"
AL24120657,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120658,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120659,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120660,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120661,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120662,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120663,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120664,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120665,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120666,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120667,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120668,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120669,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120670,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120671,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120672,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120673,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120674,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120675,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
AL24120676,"2024-12-24 12:48:46",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120657 - AL24120676"
BS24120356,"2024-12-20 15:35:23",firmware,,,3.5,"EXP Ver3.5",Admin,"bitVisitor S","BS24120356 - BS24120365"
BS24120357,"2024-12-20 15:35:23",firmware,,,3.5,"EXP Ver3.5",Admin,"bitVisitor S","BS24120356 - BS24120365"
BS24120358,"2024-12-20 15:35:23",firmware,,,3.5,"EXP Ver3.5",Admin,"bitVisitor S","BS24120356 - BS24120365"
BS24120359,"2024-12-20 15:35:23",firmware,,,3.5,"EXP Ver3.5",Admin,"bitVisitor S","BS24120356 - BS24120365"
BS24120360,"2024-12-20 15:35:23",firmware,,,3.5,"EXP Ver3.5",Admin,"bitVisitor S","BS24120356 - BS24120365"
BS24120361,"2024-12-20 15:35:23",firmware,,,3.5,"EXP Ver3.5",Admin,"bitVisitor S","BS24120356 - BS24120365"
BS24120362,"2024-12-20 15:35:23",firmware,,,3.5,"EXP Ver3.5",Admin,"bitVisitor S","BS24120356 - BS24120365"
BS24120363,"2024-12-20 15:35:23",firmware,,,3.5,"EXP Ver3.5",Admin,"bitVisitor S","BS24120356 - BS24120365"
BS24120364,"2024-12-20 15:35:23",firmware,,,3.5,"EXP Ver3.5",Admin,"bitVisitor S","BS24120356 - BS24120365"
BS24120365,"2024-12-20 15:35:23",firmware,,,3.5,"EXP Ver3.5",Admin,"bitVisitor S","BS24120356 - BS24120365"
AL24120637,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120638,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120639,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120640,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120641,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120642,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120643,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120644,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120645,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120646,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120647,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120648,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120649,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120650,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120651,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120652,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120653,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120654,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120655,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
AL24120656,"2024-12-02 16:04:53",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24120637 - AL24120656"
BS24110336,"2024-11-27 17:29:25",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24110336 - BS24110345"
BS24110337,"2024-11-27 17:29:25",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24110336 - BS24110345"
BS24110338,"2024-11-27 17:29:25",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24110336 - BS24110345"
BS24110339,"2024-11-27 17:29:25",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24110336 - BS24110345"
BS24110340,"2024-11-27 17:29:25",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24110336 - BS24110345"
BS24110341,"2024-11-27 17:29:25",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24110336 - BS24110345"
BS24110342,"2024-11-27 17:29:25",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24110336 - BS24110345"
BS24110343,"2024-11-27 17:29:25",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24110336 - BS24110345"
BS24110344,"2024-11-27 17:29:25",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24110336 - BS24110345"
BS24110345,"2024-11-27 17:29:25",firmware,,,3.6,"EXP Ver3.6",Admin,"bitVisitor S","BS24110336 - BS24110345"
BSF24111042,"2024-11-16 15:05:13",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111042 - BSF24111051"
BSF24111043,"2024-11-16 15:05:13",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111042 - BSF24111051"
BSF24111044,"2024-11-16 15:05:13",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111042 - BSF24111051"
BSF24111045,"2024-11-16 15:05:13",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111042 - BSF24111051"
BSF24111046,"2024-11-16 15:05:13",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111042 - BSF24111051"
BSF24111047,"2024-11-16 15:05:13",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111042 - BSF24111051"
BSF24111048,"2024-11-16 15:05:13",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111042 - BSF24111051"
BSF24111049,"2024-11-16 15:05:13",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111042 - BSF24111051"
BSF24111050,"2024-11-16 15:05:13",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111042 - BSF24111051"
BSF24111051,"2024-11-16 15:05:13",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111042 - BSF24111051"
AL24110627,"2024-11-13 16:44:51",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110627 - AL24110635"
AL24110628,"2024-11-13 16:44:51",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110627 - AL24110635"
AL24110629,"2024-11-13 16:44:51",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110627 - AL24110635"
AL24110630,"2024-11-13 16:44:51",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110627 - AL24110635"
AL24110631,"2024-11-13 16:44:51",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110627 - AL24110635"
AL24110632,"2024-11-13 16:44:51",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110627 - AL24110635"
AL24110633,"2024-11-13 16:44:51",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110627 - AL24110635"
AL24110634,"2024-11-13 16:44:51",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110627 - AL24110635"
AL24110635,"2024-11-13 16:44:51",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110627 - AL24110635"
BSF24111032,"2024-11-05 18:07:07",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111032 - BSF24111041"
BSF24111033,"2024-11-05 18:07:07",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111032 - BSF24111041"
BSF24111034,"2024-11-05 18:07:07",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111032 - BSF24111041"
BSF24111035,"2024-11-05 18:07:07",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111032 - BSF24111041"
BSF24111036,"2024-11-05 18:07:07",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111032 - BSF24111041"
BSF24111037,"2024-11-05 18:07:07",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111032 - BSF24111041"
BSF24111038,"2024-11-05 18:07:07",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111032 - BSF24111041"
BSF24111039,"2024-11-05 18:07:07",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111032 - BSF24111041"
BSF24111040,"2024-11-05 18:07:07",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111032 - BSF24111041"
BSF24111041,"2024-11-05 18:07:07",firmware,,,4.0.18,"FW 4.0.18",Admin,"bitStamp Factory Single","BSF24111032 - BSF24111041"
BS24110326,"2024-11-02 13:46:34",firmware,,,2.5.9e,"image ใหม่ 2.5.9e",Admin,"bitVisitor S","BS24110326 - BS24110335"
BS24110327,"2024-11-02 13:46:34",firmware,,,2.5.9e,"image ใหม่ 2.5.9e",Admin,"bitVisitor S","BS24110326 - BS24110335"
BS24110328,"2024-11-02 13:46:34",firmware,,,2.5.9e,"image ใหม่ 2.5.9e",Admin,"bitVisitor S","BS24110326 - BS24110335"
BS24110329,"2024-11-02 13:46:34",firmware,,,2.5.9e,"image ใหม่ 2.5.9e",Admin,"bitVisitor S","BS24110326 - BS24110335"
BS24110330,"2024-11-02 13:46:34",firmware,,,2.5.9e,"image ใหม่ 2.5.9e",Admin,"bitVisitor S","BS24110326 - BS24110335"
BS24110331,"2024-11-02 13:46:34",firmware,,,2.5.9e,"image ใหม่ 2.5.9e",Admin,"bitVisitor S","BS24110326 - BS24110335"
BS24110332,"2024-11-02 13:46:34",firmware,,,2.5.9e,"image ใหม่ 2.5.9e",Admin,"bitVisitor S","BS24110326 - BS24110335"
BS24110333,"2024-11-02 13:46:34",firmware,,,2.5.9e,"image ใหม่ 2.5.9e",Admin,"bitVisitor S","BS24110326 - BS24110335"
BS24110334,"2024-11-02 13:46:34",firmware,,,2.5.9e,"image ใหม่ 2.5.9e",Admin,"bitVisitor S","BS24110326 - BS24110335"
BS24110335,"2024-11-02 13:46:34",firmware,,,2.5.9e,"image ใหม่ 2.5.9e",Admin,"bitVisitor S","BS24110326 - BS24110335"
AL24110617,"2024-11-02 13:46:25",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110617 - AL24110626"
AL24110618,"2024-11-02 13:46:25",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110617 - AL24110626"
AL24110619,"2024-11-02 13:46:25",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110617 - AL24110626"
AL24110620,"2024-11-02 13:46:25",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110617 - AL24110626"
AL24110621,"2024-11-02 13:46:25",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110617 - AL24110626"
AL24110622,"2024-11-02 13:46:25",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110617 - AL24110626"
AL24110623,"2024-11-02 13:46:25",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110617 - AL24110626"
AL24110624,"2024-11-02 13:46:25",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110617 - AL24110626"
AL24110625,"2024-11-02 13:46:25",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110617 - AL24110626"
AL24110626,"2024-11-02 13:46:25",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24110617 - AL24110626"
AL24100607,"2024-10-17 15:17:01",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24100607 - AL24100616"
AL24100608,"2024-10-17 15:17:01",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24100607 - AL24100616"
AL24100609,"2024-10-17 15:17:01",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24100607 - AL24100616"
AL24100610,"2024-10-17 15:17:01",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24100607 - AL24100616"
AL24100611,"2024-10-17 15:17:01",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24100607 - AL24100616"
AL24100612,"2024-10-17 15:17:01",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24100607 - AL24100616"
AL24100613,"2024-10-17 15:17:01",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24100607 - AL24100616"
AL24100614,"2024-10-17 15:17:01",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24100607 - AL24100616"
AL24100615,"2024-10-17 15:17:01",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24100607 - AL24100616"
AL24100616,"2024-10-17 15:17:01",firmware,,,5.35,"FW 5.35",Admin,bitScan,"AL24100607 - AL24100616"
BM24101281,"2024-10-05 16:37:50",hardware,,,,สวิตช์ฟ้า,Admin,"bitVisitor M","BM24101281 - BM24101290"
BM24101282,"2024-10-05 16:37:50",hardware,,,,สวิตช์ฟ้า,Admin,"bitVisitor M","BM24101281 - BM24101290"
BM24101283,"2024-10-05 16:37:50",hardware,,,,สวิตช์ฟ้า,Admin,"bitVisitor M","BM24101281 - BM24101290"
BM24101284,"2024-10-05 16:37:50",hardware,,,,สวิตช์ฟ้า,Admin,"bitVisitor M","BM24101281 - BM24101290"
BM24101285,"2024-10-05 16:37:50",hardware,,,,สวิตช์ฟ้า,Admin,"bitVisitor M","BM24101281 - BM24101290"
BM24101286,"2024-10-05 16:37:50",hardware,,,,สวิตช์ฟ้า,Admin,"bitVisitor M","BM24101281 - BM24101290"
BM24101287,"2024-10-05 16:37:50",hardware,,,,สวิตช์ฟ้า,Admin,"bitVisitor M","BM24101281 - BM24101290"
BM24101288,"2024-10-05 16:37:50",hardware,,,,สวิตช์ฟ้า,Admin,"bitVisitor M","BM24101281 - BM24101290"
BM24101289,"2024-10-05 16:37:50",hardware,,,,สวิตช์ฟ้า,Admin,"bitVisitor M","BM24101281 - BM24101290"
BM24101290,"2024-10-05 16:37:50",hardware,,,,สวิตช์ฟ้า,Admin,"bitVisitor M","BM24101281 - BM24101290"
AL24090597,"2024-09-30 18:15:31",firmware,,,5.35,"FW 5.35",Admin,,"AL24090597 - AL24090606"
AL24090598,"2024-09-30 18:15:31",firmware,,,5.35,"FW 5.35",Admin,,"AL24090597 - AL24090606"
AL24090599,"2024-09-30 18:15:31",firmware,,,5.35,"FW 5.35",Admin,,"AL24090597 - AL24090606"
AL24090600,"2024-09-30 18:15:31",firmware,,,5.35,"FW 5.35",Admin,,"AL24090597 - AL24090606"
AL24090601,"2024-09-30 18:15:31",firmware,,,5.35,"FW 5.35",Admin,,"AL24090597 - AL24090606"
AL24090602,"2024-09-30 18:15:31",firmware,,,5.35,"FW 5.35",Admin,,"AL24090597 - AL24090606"
AL24090603,"2024-09-30 18:15:31",firmware,,,5.35,"FW 5.35",Admin,,"AL24090597 - AL24090606"
AL24090604,"2024-09-30 18:15:31",firmware,,,5.35,"FW 5.35",Admin,,"AL24090597 - AL24090606"
AL24090605,"2024-09-30 18:15:31",firmware,,,5.35,"FW 5.35",Admin,,"AL24090597 - AL24090606"
AL24090606,"2024-09-30 18:15:31",firmware,,,5.35,"FW 5.35",Admin,,"AL24090597 - AL24090606"
BSG24090314,"2024-09-27 16:07:28",hardware,,,,"ใช้สาย USB portable printer",Admin,"bitStamp Guard","BSG24090314 - BSG24090323"
BSG24090315,"2024-09-27 16:07:28",hardware,,,,"ใช้สาย USB portable printer",Admin,"bitStamp Guard","BSG24090314 - BSG24090323"
BSG24090316,"2024-09-27 16:07:28",hardware,,,,"ใช้สาย USB portable printer",Admin,"bitStamp Guard","BSG24090314 - BSG24090323"
BSG24090317,"2024-09-27 16:07:28",hardware,,,,"ใช้สาย USB portable printer",Admin,"bitStamp Guard","BSG24090314 - BSG24090323"
BSG24090318,"2024-09-27 16:07:28",hardware,,,,"ใช้สาย USB portable printer",Admin,"bitStamp Guard","BSG24090314 - BSG24090323"
BSG24090319,"2024-09-27 16:07:28",hardware,,,,"ใช้สาย USB portable printer",Admin,"bitStamp Guard","BSG24090314 - BSG24090323"
BSG24090320,"2024-09-27 16:07:28",hardware,,,,"ใช้สาย USB portable printer",Admin,"bitStamp Guard","BSG24090314 - BSG24090323"
BSG24090321,"2024-09-27 16:07:28",hardware,,,,"ใช้สาย USB portable printer",Admin,"bitStamp Guard","BSG24090314 - BSG24090323"
BSG24090322,"2024-09-27 16:07:28",hardware,,,,"ใช้สาย USB portable printer",Admin,"bitStamp Guard","BSG24090314 - BSG24090323"
BSG24090323,"2024-09-27 16:07:28",hardware,,,,"ใช้สาย USB portable printer",Admin,"bitStamp Guard","BSG24090314 - BSG24090323"
BP24091605,"2024-09-23 13:19:01",hardware,lot.ใหม่,,,"จอ lot.ใหม่ / สวิตช์ตูดฟ้า",Admin,"bitVisitor Plus","BP24091605 - BP24091614"
BP24091606,"2024-09-23 13:19:01",hardware,lot.ใหม่,,,"จอ lot.ใหม่ / สวิตช์ตูดฟ้า",Admin,"bitVisitor Plus","BP24091605 - BP24091614"
BP24091607,"2024-09-23 13:19:01",hardware,lot.ใหม่,,,"จอ lot.ใหม่ / สวิตช์ตูดฟ้า",Admin,"bitVisitor Plus","BP24091605 - BP24091614"
BP24091608,"2024-09-23 13:19:01",hardware,lot.ใหม่,,,"จอ lot.ใหม่ / สวิตช์ตูดฟ้า",Admin,"bitVisitor Plus","BP24091605 - BP24091614"
BP24091609,"2024-09-23 13:19:01",hardware,lot.ใหม่,,,"จอ lot.ใหม่ / สวิตช์ตูดฟ้า",Admin,"bitVisitor Plus","BP24091605 - BP24091614"
BP24091610,"2024-09-23 13:19:01",hardware,lot.ใหม่,,,"จอ lot.ใหม่ / สวิตช์ตูดฟ้า",Admin,"bitVisitor Plus","BP24091605 - BP24091614"
BP24091611,"2024-09-23 13:19:01",hardware,lot.ใหม่,,,"จอ lot.ใหม่ / สวิตช์ตูดฟ้า",Admin,"bitVisitor Plus","BP24091605 - BP24091614"
BP24091612,"2024-09-23 13:19:01",hardware,lot.ใหม่,,,"จอ lot.ใหม่ / สวิตช์ตูดฟ้า",Admin,"bitVisitor Plus","BP24091605 - BP24091614"
BP24091613,"2024-09-23 13:19:01",hardware,lot.ใหม่,,,"จอ lot.ใหม่ / สวิตช์ตูดฟ้า",Admin,"bitVisitor Plus","BP24091605 - BP24091614"
BP24091614,"2024-09-23 13:19:01",hardware,lot.ใหม่,,,"จอ lot.ใหม่ / สวิตช์ตูดฟ้า",Admin,"bitVisitor Plus","BP24091605 - BP24091614"
BSF24090992,"2024-09-17 17:54:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Dual","BSF24090992 - BSF24091001"
BSF24090993,"2024-09-17 17:54:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Dual","BSF24090992 - BSF24091001"
BSF24090994,"2024-09-17 17:54:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Dual","BSF24090992 - BSF24091001"
BSF24090995,"2024-09-17 17:54:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Dual","BSF24090992 - BSF24091001"
BSF24090996,"2024-09-17 17:54:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Dual","BSF24090992 - BSF24091001"
BSF24090997,"2024-09-17 17:54:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Dual","BSF24090992 - BSF24091001"
BSF24090998,"2024-09-17 17:54:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Dual","BSF24090992 - BSF24091001"
BSF24090999,"2024-09-17 17:54:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Dual","BSF24090992 - BSF24091001"
BSF24091000,"2024-09-17 17:54:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Dual","BSF24090992 - BSF24091001"
BSF24091001,"2024-09-17 17:54:07",firmware,,,4.0.17,"FW 4.0.17",Admin,"bitStamp Factory Dual","BSF24090992 - BSF24091001"
